,valence,energy,acousticness,song_name,mood
12431,0.07200000000000006,0.395,0.00725,"Dear Maria, Count Me In",Excited
8290,0.08499999999999996,0.3590000000000001,0.0822,Dark Places,Excited
9069,0.09299999999999997,0.44899999999999995,0.0218,Carnivore X,Excited
5271,0.17799999999999994,0.362,0.0957,I'm Done.,Excited
17299,0.08200000000000007,0.264,0.0476,Body,Excited
17128,0.07100000000000006,0.20499999999999996,0.321,Inhale,Excited
13645,0.09999999999999998,0.44699999999999995,0.00407,I Don't Apologize (1000 Pictures),Excited
20614,0.08599999999999997,0.22299999999999998,0.024,Fish (feat. Raekwon & Cappadonna),Excited
19362,0.03700000000000003,0.35,0.2289999999999999,Under Pressure,Excited
10598,0.05500000000000005,0.12,0.3979999999999999,RIP Roach,Excited
6752,0.05799999999999994,0.19299999999999995,0.0905,Norman Bates,Excited
11064,0.04400000000000004,0.351,0.0514,Get It Off Me,Excited
13623,0.20299999999999996,0.42100000000000004,0.0282,Right Girl,Excited
15071,0.061000000000000054,0.15599999999999992,0.585,Run It Up (feat. Pop Smoke),Excited
13746,0.08999999999999997,0.395,0.0154,Don't Threaten Me with a Good Time,Excited
19471,0.10899999999999999,0.3859999999999999,0.29,Born Day,Excited
6944,0.04500000000000004,0.2709999999999999,0.0456,Sea Sick,Excited
16833,0.08799999999999997,0.23099999999999998,0.233,All Me (feat. Keyshia Cole),Excited
13172,0.10199999999999998,0.486,0.000157,Hit Or Miss,Excited
9627,0.19400000000000006,0.388,0.109,Ready 2 Die,Excited
17487,0.025000000000000022,0.10099999999999998,0.168,Roses (with Juice WRLD feat. Brendon Urie),Excited
19245,0.03299999999999992,0.20499999999999996,0.427,The Space Program,Excited
17524,0.09099999999999997,0.2509999999999999,0.1159999999999999,"Lean Back (feat. Lil Jon, Eminem, Mase & Remy Martin) - Remix",Excited
21266,0.06499999999999995,0.2879999999999999,0.0895,Pass the Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix,Excited
12652,0.10699999999999998,0.404,0.00929,A Decade Under The Influence,Excited
12719,0.039000000000000035,0.40800000000000003,0.0057799999999999,I Woke Up In A Car,Excited
21318,0.127,0.4,0.0262,Shit Hits The Fan,Excited
3702,0.026000000000000023,0.20499999999999996,0.482,Cos,Excited
11504,0.09200000000000008,0.258,0.241,One Last Look At The Damage,Excited
21104,0.03600000000000003,0.1509999999999999,0.0346,Blue Bird,Excited
20119,0.11699999999999999,0.2390000000000001,0.0289999999999999,Daydreamin' (feat. Jill Scott),Excited
7621,0.04500000000000004,0.385,0.364,Rubble Kingz,Excited
5181,0.21799999999999997,0.41700000000000004,0.0422,Where Roads End,Excited
20600,0.09999999999999998,0.41000000000000003,0.73,Better Days,Excited
10247,0.016000000000000014,0.32400000000000007,0.123,Eye'm,Excited
7830,0.21200000000000008,0.377,0.00882,ANTI-SOCIABLE,Excited
12778,0.08799999999999997,0.3909999999999999,0.00511,Thnks fr th Mmrs,Excited
7532,0.028000000000000025,0.20499999999999996,0.764,nm jc,Excited
9129,0.0050000000000000044,0.061000000000000054,0.152,100k,Excited
16258,0.03799999999999992,0.257,0.14,What If,Excited
7040,0.09399999999999997,0.31000000000000005,0.181,Ghetto Bag (feat. Peezy),Excited
18312,0.16400000000000003,0.357,0.0012,Perfect Illusion,Excited
6827,0.09899999999999998,0.18299999999999994,0.0352,Hit Em Up 2 (feat. SOB X RBE & Qrealwitthasteel),Excited
21436,0.020000000000000018,0.31599999999999995,0.0137,Sho Shot,Excited
10313,0.0020000000000000018,0.09299999999999997,0.0878,Str8,Excited
21241,0.029000000000000026,0.15400000000000003,0.00929,Release Yo' Delf,Excited
9754,0.16099999999999992,0.35,0.281,Who Am I to Blame?,Excited
20364,0.025000000000000022,0.44099999999999995,0.083,Blood of the Fang - Single Edit,Excited
4789,0.236,0.41000000000000003,0.0455,Na Na Na Na Na (Caught Slippin),Excited
12531,0.132,0.33099999999999996,9.43e-05,That's What You Get,Excited
13874,0.122,0.46199999999999997,0.103,Feeling This,Excited
20537,0.04899999999999993,0.2240000000000001,0.0659,Miles Davis,Excited
2851,0.132,0.29500000000000004,0.236,Veilance,Excited
476,0.15300000000000002,0.28500000000000003,0.0993,Madman,Excited
21522,0.006000000000000005,0.14800000000000002,0.0157,Born 2 Live,Excited
12583,0.20799999999999996,0.43300000000000005,0.0457,The Only Difference Between Martyrdom and Suicide Is Press Coverage,Excited
8146,0.04400000000000004,0.47,0.565,BLACK SHEEP,Excited
1260,0.09999999999999998,0.41100000000000003,0.4029999999999999,2020 PHARMACY FREESTYLE,Excited
14814,0.027000000000000024,0.29799999999999993,0.00229,Let Me See (feat. Kevin Gates & Lil Skies),Excited
331,0.10299999999999998,0.36,0.0192,Dirty Teenz,Excited
14810,0.04500000000000004,0.17799999999999994,0.39,Feel the Vibe (feat. Lil Skies),Excited
2074,0.018000000000000016,0.351,0.0013,Lamar Avenue,Excited
18654,0.07700000000000007,0.3690000000000001,0.7809999999999999,Hol' Up,Excited
13745,0.273,0.481,0.0013599999999999,Kids In The Dark,Excited
10175,0.254,0.46199999999999997,0.0711,Timeless (feat. Lil Wayne & Big Sean),Excited
7656,0.015000000000000013,0.32799999999999996,0.00716,BloodyBoysWhoCriedWolf (feat. Chxpo),Excited
12957,0.008000000000000007,0.377,0.0006219999999999,The Deep End,Excited
13988,0.11199999999999999,0.278,0.489,Parkeerplaats,Excited
19255,0.20700000000000007,0.44099999999999995,0.359,Love Game,Excited
13117,0.10499999999999998,0.2509999999999999,0.000491,Addicted,Excited
13151,0.08399999999999996,0.44799999999999995,0.000137,Understatement,Excited
11081,0.039000000000000035,0.14,0.192,4x4,Excited
21297,0.029000000000000026,0.19099999999999995,0.113,Q.U. - Hectic,Excited
16500,0.02100000000000002,0.08499999999999996,0.0486,Ain't No Way (You Won't Love Me),Excited
18895,0.17000000000000004,0.39,0.1169999999999999,Claimin' True,Excited
9882,0.09499999999999997,0.353,0.000699,Down,Excited
18830,0.02100000000000002,0.062000000000000055,0.0399,RICKY,Excited
19302,0.17099999999999993,0.42400000000000004,0.236,No More Parties In LA,Excited
7668,0.10199999999999998,0.274,0.142,Sriracha,Excited
8674,0.05399999999999994,0.16799999999999993,0.0191,Big Dawg (feat. Rick Ross),Excited
2046,0.03400000000000003,0.11699999999999999,0.0222,PERCS | PERCZ,Excited
5481,0.03500000000000003,0.19099999999999995,0.342,Robbery,Excited
1948,0.0040000000000000036,0.09799999999999998,0.0546,That Way - Bonus Track,Excited
13531,0.18700000000000006,0.403,7.509999999999998e-05,Heroes,Excited
13229,0.21299999999999997,0.45599999999999996,0.000376,Private Eye,Excited
12512,0.10799999999999998,0.21999999999999997,0.00212,Girls & Boys,Excited
1109,0.028000000000000025,0.41200000000000003,0.1369999999999999,DNA,Excited
13107,0.16099999999999992,0.43899999999999995,0.00022,Papercut,Excited
11312,0.04500000000000004,0.2709999999999999,0.0456,Sea Sick,Excited
11842,0.07299999999999995,0.15799999999999992,0.0166,CHIRON TL-34,Excited
15086,0.030000000000000027,0.33799999999999997,0.00607,"Body Language (feat. Ty Dolla $ign, and Jhené Aiko)",Excited
20106,0.06700000000000006,0.16799999999999993,0.693,HURDLES,Excited
12309,0.020000000000000018,0.17000000000000004,0.159,Lights Out,Excited
9139,0.017000000000000015,0.06299999999999994,0.537,Smile,Excited
5345,0.009000000000000008,0.21700000000000008,0.0257,Elysian Fields,Excited
18371,0.06600000000000006,0.21299999999999997,0.00835,Ride,Excited
13830,0.10299999999999998,0.42900000000000005,0.00245,Africa,Excited
12501,0.018000000000000016,0.43200000000000005,0.000102,Anthem Part Two,Excited
17760,0.04299999999999993,0.15000000000000002,0.251,"Sorry, Blame It On Me",Excited
13920,0.04400000000000004,0.41300000000000003,0.0263,It's My Life,Excited
2232,0.17099999999999993,0.3420000000000001,0.0594,275 $uicide,Excited
5110,0.123,0.44299999999999995,0.133,Zoro / Pure Imagination,Excited
21223,0.015000000000000013,0.040000000000000036,0.0743,Too Much Of Me (feat. Chevy Woods),Excited
13570,0.09999999999999998,0.42200000000000004,0.000247,Burn It to the Ground,Excited
20363,0.10799999999999998,0.384,0.0221,No Love,Excited
8503,0.20799999999999996,0.401,0.241,Chevrolet - Pimpalicious Candy Cane Mane '74 REMIX,Excited
5113,0.0050000000000000044,0.04600000000000004,0.0128,Amaterasu,Excited
6649,0.15000000000000002,0.377,0.133,Uncommon Valor: A Vietnam Story,Excited
17729,0.09899999999999998,0.20400000000000007,0.00603,Tequila,Excited
3707,0.21400000000000008,0.43100000000000005,0.00318,Gloria,Excited
4932,0.09799999999999998,0.265,0.0333,Wulf Takahashi,Excited
21116,0.031000000000000028,0.15500000000000003,0.0525,"Young, Wild & Free (feat. Bruno Mars)",Excited
15314,0.09899999999999998,0.238,0.28,Fire Squad,Excited
18598,0.11499999999999999,0.248,0.0484,Tipsy - Radio Mix,Excited
16289,0.009000000000000008,0.14900000000000002,0.0315,Flashing Lights,Excited
19903,0.014000000000000012,0.33299999999999996,0.267,Dark Comedy Late Show,Excited
5693,0.05600000000000005,0.362,0.105,Voices,Excited
18018,0.123,0.31700000000000006,0.0222,Save Your Tears,Excited
9399,0.1509999999999999,0.384,0.0323,Drop It Like It's Hot!,Excited
10888,0.15799999999999992,0.32099999999999995,0.0494,LIVING LEGEND,Excited
8747,0.08399999999999996,0.33099999999999996,0.0168,Powerglide (feat. Juicy J) - From SR3MM,Excited
1523,0.18400000000000005,0.353,0.15,STAIN (feat. Smokepurpp & Ski Mask The Slump God),Excited
18594,0.09799999999999998,0.264,0.373,Slow Jamz (feat. Kanye West & Jamie Foxx),Excited
12553,0.17000000000000004,0.367,0.00115,The Way We Talk,Excited
13984,0.18599999999999994,0.345,0.000676,Wonderwall,Excited
13869,0.02400000000000002,0.375,0.000359,Unholy Confessions,Excited
5961,0.07299999999999995,0.24,0.0703,Nikki,Excited
21205,0.10399999999999998,0.18299999999999994,0.00757,"Born Alone, Die Alone",Excited
11150,0.04899999999999993,0.2340000000000001,0.204,No Oxytocin,Excited
20103,0.009000000000000008,0.21400000000000008,0.539,Dream Eater,Excited
21383,0.07600000000000007,0.137,0.0292,Hard Core Rap Act,Excited
16287,0.11599999999999999,0.253,0.324,Next to You,Excited
18714,0.008000000000000007,0.15300000000000002,0.725,La Luna,Excited
12356,0.19900000000000007,0.383,0.175,Epinephrine,Excited
5732,0.03200000000000003,0.253,0.18,Bandaid,Excited
21524,0.027000000000000024,0.275,0.16,Still D.R.E.,Excited
16561,0.09200000000000008,0.28700000000000003,0.0366,Just Fine,Excited
14499,0.006000000000000005,0.122,0.0235,Startender (feat. Offset and Tyga),Excited
130,0.09899999999999998,0.22699999999999998,0.0229,Arachnids,Excited
766,0.02100000000000002,0.09999999999999998,0.0131,HOP,Excited
12784,0.08099999999999996,0.41300000000000003,0.00564,"You're Gonna Go Far, Kid",Excited
16303,0.07799999999999996,0.21999999999999997,0.0102,Cyclone (feat. T-Pain),Excited
3222,0.040000000000000036,0.20700000000000007,0.00571,Mothership,Excited
19480,0.03299999999999992,0.237,0.2769999999999999,Respiration,Excited
19556,0.11499999999999999,0.21299999999999997,0.3429999999999999,Doves In The Wind (feat. Kendrick Lamar),Excited
12465,0.017000000000000015,0.45699999999999996,0.00485,"Dance, Dance",Excited
11499,0.11199999999999999,0.29900000000000004,0.0139999999999999,Fuck Your Culture,Excited
5782,0.02400000000000002,0.17799999999999994,0.0519,Wetty,Excited
12785,0.039000000000000035,0.43899999999999995,0.0010199999999999,Still Waiting,Excited
13011,0.126,0.41200000000000003,0.0541,Alive With The Glory Of Love,Excited
13045,0.10099999999999998,0.41700000000000004,0.00428,"You're Gonna Go Far, Kid",Excited
17730,0.01200000000000001,0.2290000000000001,0.171,American Boy,Excited
12514,-0.010000000000000009,0.471,0.0027,Beating Heart Baby,Tense
13224,-0.02100000000000002,0.43999999999999995,0.00199,"Down, Set, Go",Tense
16236,-0.046000000000000096,0.30200000000000005,0.00376,Good Life,Tense
17234,-0.03700000000000009,0.34099999999999997,0.0435,Right Above It,Tense
18827,-0.07,0.128,0.0381,Flashing Lights,Tense
1954,-0.009000000000000008,0.29200000000000004,0.00463,lonewolf,Tense
7304,-0.030000000000000027,0.3640000000000001,0.022,Intergalactic - Remastered,Tense
9067,-0.069,0.3859999999999999,0.0441,Hxly Ghx$t,Tense
21322,-0.05399999999999999,0.355,0.0329,Ballad Of A Dead Soulja,Tense
9034,-0.013000000000000012,0.10599999999999998,0.355,Tricky,Tense
12450,-0.066,0.15700000000000003,0.0348,Radio,Tense
11925,-0.11299999999999999,0.365,0.000618,Carbon Anchor,Tense
20932,-0.08500000000000002,0.16900000000000004,0.348,No Static,Tense
16329,-0.04999999999999999,0.10599999999999998,0.0705,I Miss You (feat. Letoya Luckett),Tense
10017,-0.010000000000000009,0.06999999999999995,0.08,Colorful Shit,Tense
3278,-0.198,0.3490000000000001,0.2789999999999999,Solid Gold (Battle Tapes Remix 2) [feat. Party Nails],Tense
18420,-0.04999999999999999,0.28200000000000003,0.0892,You Got Me Like,Tense
10188,-0.017000000000000015,0.2659999999999999,0.0065,BURNT OUT,Tense
16338,-0.128,0.269,0.0863,Game's Pain,Tense
12631,-0.191,0.383,0.000321,Famous Last Words,Tense
3386,-0.193,0.38,0.0119,Sci-Fi Society,Tense
95,-0.02300000000000002,0.406,0.221,Tartarus,Tense
10343,-0.027000000000000024,0.10999999999999999,0.00941,Pockets Thick,Tense
11638,-0.05499999999999999,0.32599999999999996,0.0641,CUTTHROAT SMILE,Tense
11047,-0.1170000000000001,0.28700000000000003,0.0322,RUTHLESS,Tense
19981,-0.04200000000000009,0.2859999999999999,0.372,Deathisanillusion. (feat. Hideyourenvy),Tense
5143,-0.21600000000000003,0.389,0.000332,DIRTNAP,Tense
19529,-0.07,0.22799999999999998,0.0847,goosebumps,Tense
9503,-0.027000000000000024,0.273,0.0011099999999999,I'm That Type Of Nigga,Tense
19087,-0.07700000000000001,0.243,0.000755,Paid In Full,Tense
3360,-0.043999999999999984,0.2390000000000001,0.0321,stuck in a green room,Tense
7042,-0.04899999999999999,0.20499999999999996,0.237,Young Grizzley World (feat. A Boogie Wit Da Hoodie & YNW Melly),Tense
10490,-0.09700000000000009,0.17700000000000005,0.0066,Over 9000,Tense
13520,-0.059,0.469,5.84e-05,You Belong With Me,Tense
4328,-0.20900000000000002,0.488,0.00229,Worlds,Tense
11787,-0.22499999999999998,0.392,0.00829,Bussin' pieces (Remix),Tense
13722,-0.121,0.399,0.000819,Nothing,Tense
8389,-0.0010000000000000009,0.132,0.0497,"Xotic (feat. Future, Rich The Kid & Young Thug)",Tense
12499,-0.14100000000000001,0.2709999999999999,0.039,Adam's Song,Tense
13649,-0.032000000000000084,0.482,0.0059,Wth>You (Chairman Hahn Reanimation) [feat. Aceyalone],Tense
5175,-0.12,0.259,0.106,Glock 19,Tense
7843,-0.01200000000000001,0.485,0.27,Underwater Malibu,Tense
8623,-0.07200000000000001,0.18400000000000005,0.604,Candy Paint,Tense
18742,-0.013000000000000012,0.21999999999999997,0.293,I Will,Tense
11849,-0.132,0.49,0.0014199999999999,Everyone,Tense
4747,-0.014000000000000012,0.10099999999999998,0.18,Visa,Tense
11377,-0.01100000000000001,0.11599999999999999,0.053,LOL,Tense
5994,-0.03999999999999998,0.133,0.0726,Top,Tense
11621,-0.14400000000000002,0.32799999999999996,0.525,LET ME DIE,Tense
12495,-0.016000000000000014,0.4,6.790000000000001e-05,Sk8er Boi,Tense
7939,-0.07300000000000001,0.345,0.0337,Say Na (feat. J. Cole),Tense
16369,-0.0050000000000000044,0.17200000000000004,0.0202,Whatever You Like,Tense
7160,-0.184,0.42600000000000005,0.0716,The Nail To The Cross,Tense
6031,-0.055999999999999994,0.28,0.2239999999999999,A$AP Forever (feat. Moby),Tense
4553,-0.10200000000000009,0.371,0.0541,Silverlight,Tense
17094,-0.043999999999999984,0.21400000000000008,0.317,Inhale,Tense
11256,-0.248,0.43300000000000005,0.00395,Leak,Tense
4634,-0.11099999999999999,0.32499999999999996,0.0145,Mosh Pit Killa,Tense
20800,-0.07600000000000001,0.346,0.0001199999999999,Hajs / Dough,Tense
5942,-0.09999999999999998,0.18700000000000006,0.0176,Pina Colada,Tense
10682,-0.0050000000000000044,0.471,0.0891,HELL IS XN EARTH,Tense
4766,-0.057000000000000106,0.1509999999999999,0.0139999999999999,BERZERK,Tense
17272,-0.065,0.19900000000000007,0.00582,Rubbin off the Paint,Tense
15572,-0.05499999999999999,0.16000000000000003,0.628,Chevys On The Low,Tense
3228,-0.138,0.29200000000000004,0.00273,Broken Void,Tense
13660,-0.07400000000000001,0.264,1.63e-05,Trade A Moment,Tense
13761,-0.2680000000000001,0.477,0.139,Forthright,Tense
12714,-0.14300000000000002,0.474,0.000137,"If You Can't Live Without Me, Why Aren't You Dead Yet?",Tense
11371,-0.11599999999999999,0.472,0.039,RIP$AW.,Tense
3173,-0.11299999999999999,0.45099999999999996,0.00748,Medi,Tense
18906,-0.09799999999999998,0.356,0.107,Da Art of Storytellin' (Pt. 1),Tense
11456,-0.15400000000000003,0.30500000000000005,0.016,Obey The Walrus,Tense
9016,-0.04100000000000009,0.29700000000000004,0.00107,"Let Em Have It (feat. DaBoii, Yhung T.O., Slimmy B & Shoreline Mafia)",Tense
2290,-0.11399999999999999,0.21200000000000008,0.0848,Ginseng Strip 2002,Tense
8837,-0.04999999999999999,0.42100000000000004,0.451,Last Claim,Tense
7146,-0.02200000000000002,0.12,0.0138,wokeuplikethis*,Tense
16293,-0.02100000000000002,0.04899999999999993,0.163,Falsetto,Tense
5235,-0.030000000000000027,0.27,0.0472,Sex with My Ex,Tense
19379,-0.019000000000000017,0.245,0.0487,Famous,Tense
21086,-0.04100000000000009,0.10899999999999999,0.0663,How Long Will They Mourn Me?,Tense
7616,-0.046000000000000096,0.32200000000000006,0.0187,Drive By,Tense
11820,-0.017000000000000015,0.46399999999999997,0.0849,BACKWARDS,Tense
9963,-0.03700000000000009,0.22299999999999998,0.109,TELL ME WHY,Tense
17635,-0.05099999999999999,0.32400000000000007,0.0371,Forever,Tense
13633,-0.15700000000000008,0.44899999999999995,0.0381,Fallen (feat. Hayley Williams),Tense
12768,-0.025000000000000022,0.29900000000000004,0.106,Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off,Tense
11110,-0.08000000000000002,0.32200000000000006,0.000575,HELLBOY,Tense
13720,-0.033999999999999975,0.384,0.0246,Lies,Tense
16345,-0.006000000000000005,0.016000000000000014,0.297,Sexy Love,Tense
5966,-0.02400000000000002,0.2759999999999999,0.0184,Wait a Min,Tense
20333,-0.04299999999999998,0.20299999999999996,0.00728,Diva (feat. Lil Tecca),Tense
11038,-0.02100000000000002,0.3490000000000001,0.0464,KILL CXNFIRMED.,Tense
7168,-0.02400000000000002,0.32200000000000006,0.0195,Withdrawals/Withdrawals,Tense
13176,-0.10399999999999998,0.387,0.0132,Came Out Swinging,Tense
3416,-0.186,0.46799999999999997,0.0475,Evol,Tense
20309,-0.0020000000000000018,0.2559999999999999,0.0061,Hits from the Bong,Tense
17687,-0.0030000000000000027,0.31299999999999994,0.00439,Jump (feat. Nelly Furtado),Tense
15457,-0.059,0.22499999999999998,0.159,Chloraseptic (feat. 2 Chainz & Phresher) - Remix,Tense
7650,-0.16499999999999998,0.29500000000000004,0.0162,Freakazoid,Tense
14711,-0.04799999999999999,0.17599999999999993,0.0646,Tap (feat. Meek Mill),Tense
18299,-0.05499999999999999,0.17000000000000004,0.0040799999999999,Set Fire to the Rain,Tense
8210,-0.0050000000000000044,0.43799999999999994,0.0946,When You Die,Tense
5164,0.0,0.31200000000000006,0.0773,NONSENSE,Tense
69,-0.22799999999999998,0.403,0.267,Magazine,Tense
10966,-0.08600000000000002,0.43200000000000005,0.000143,KillMeComeTry,Tense
11982,-0.08800000000000002,0.22999999999999998,0.00081,Dirty,Tense
20776,-0.029000000000000026,0.31999999999999995,0.0665,Speak On It,Tense
10405,-0.018000000000000016,0.123,0.0248,6 God,Tense
11025,-0.028000000000000025,0.31200000000000006,0.0418,Iris,Tense
8213,-0.05099999999999999,0.17299999999999993,0.0499,Who Needs Love,Tense
14875,-0.030000000000000027,0.17900000000000005,0.174,Sickening,Tense
13703,-0.09200000000000003,0.387,0.0007469999999999,"This Ain't A Scene, It's An Arms Race",Tense
20995,-0.031000000000000028,0.20700000000000007,0.0595,Pass It (feat. G-Eazy),Tense
10960,-0.008000000000000007,0.30400000000000005,0.0463,Kashi Shinu,Tense
1603,-0.15200000000000002,0.44399999999999995,0.0233,THE ELECTRIC EXPERIENCE,Tense
11975,-0.186,0.382,0.00252,INSIDE,Tense
13156,-0.15899999999999997,0.43400000000000005,0.013,Firefly,Tense
18132,-0.0010000000000000009,0.2909999999999999,0.0117,Elastic Heart,Tense
19501,0.0,0.21599999999999997,0.00212,Lost Kings,Tense
12012,-0.01100000000000001,0.44399999999999995,0.000318,Bleed,Tense
10018,-0.06,0.129,0.18,We Gone Win,Tense
10608,-0.031000000000000028,0.478,0.1939999999999999,Bands,Tense
12542,-0.14300000000000002,0.379,0.0684,The Mixed Tape - 2015 Remastered,Tense
15353,-0.06,0.11299999999999999,0.789,Falling,Tense
20798,-0.14500000000000002,0.367,0.0145,Last Day (feat. The Lox) - 2014 Remaster,Tense
10616,-0.04200000000000009,0.484,0.0043799999999999,Run!,Tense
16155,-0.10999999999999999,0.41300000000000003,0.00103,Hero,Tense
14948,-0.04299999999999998,0.20299999999999996,0.00728,Diva (feat. Lil Tecca),Tense
6409,-0.0040000000000000036,0.23099999999999998,0.0746,Tulane,Tense
2821,-0.06200000000000011,0.45999999999999996,0.0993,Summon,Tense
16452,-0.009000000000000008,0.06999999999999995,0.1969999999999999,Blue Lights,Tense
10086,-0.04100000000000009,0.138,0.146,24 (feat. Lil Baby),Tense
14550,-0.029000000000000026,0.2709999999999999,0.0413,BBO (Bad Bitches Only),Tense
12000,-0.04799999999999999,0.46399999999999997,0.0118,Never Satisfied,Tense
7824,-0.017000000000000015,0.06899999999999995,0.754,Oakland,Tense
13712,-0.15100000000000002,0.29400000000000004,0.0607,Never Knew,Tense
419,-0.06200000000000011,0.33599999999999997,0.00603,We Don't Speak Anymore,Tense
13566,-0.138,0.404,0.0069999999999999,Not Good Enough For Truth In Cliche',Tense
210,-0.09799999999999998,0.20299999999999996,0.0345,Byberry,Tense
13895,-0.067,0.43799999999999994,0.00171,I Don't Care,Tense
13210,-0.034999999999999976,0.45199999999999996,0.00179,Bonus Mosh pt. II,Tense
4271,-0.15200000000000002,0.3540000000000001,0.000672,AVA,Tense
7411,-0.057999999999999996,0.17000000000000004,0.335,Synthesis,Tense
9300,-0.15300000000000002,0.42800000000000005,0.104,Rampage,Tense
13161,-0.14700000000000002,0.491,0.000126,Right Back At It Again,Tense
271,-0.0050000000000000044,0.07100000000000006,0.24,beibs in the trap,Tense
11195,-0.14400000000000002,0.25,0.0183,RUN IT BACK!,Tense
21011,-0.10200000000000009,0.253,0.29,On Me (feat. Lil Wayne),Tense
87,-0.04799999999999999,0.31200000000000006,0.26,Kali Yuga,Tense
5932,-0.03999999999999998,0.1459999999999999,0.157,Nowadays (feat. Landon Cube),Tense
1797,-0.065,0.16099999999999992,0.0151,cobain,Tense
5799,-0.05399999999999999,0.17000000000000004,0.203,Rotisserie,Tense
17179,-0.04200000000000009,0.22299999999999998,0.0672,Bodak Yellow,Tense
19078,-0.16999999999999998,0.43200000000000005,0.119,No Love,Tense
4985,-0.245,0.48,0.263,Memoirs Of A Gorilla,Tense
19442,-0.14700000000000002,0.31000000000000005,0.336,Idols,Tense
6886,-0.174,0.40700000000000003,0.0148,ACT 5/5 - SpaceGodsNeverDie (Prod. Unknown),Tense
13179,-0.08700000000000002,0.40700000000000003,4.1e-05,Understanding in a Car Crash,Tense
194,-0.018000000000000016,0.07399999999999995,0.0121,White Wine,Tense
16361,-0.010000000000000009,0.29500000000000004,0.0313,Honey,Tense
2739,-0.043999999999999984,0.11599999999999999,6.28e-05,Wave To Me,Tense
15108,-0.006000000000000005,0.17099999999999993,0.00843,Snitches & Rats (feat. Young Nudy),Tense
12705,-0.04799999999999999,0.45299999999999996,0.00185,Bruised and Scarred,Tense
19236,-0.067,0.131,0.552,Otis,Tense
19692,-0.01100000000000001,0.05899999999999994,0.0102,Back (feat. Lil Yachty),Tense
10548,-0.04999999999999999,0.478,0.093,Bulletbag,Tense
13842,-0.15600000000000003,0.388,0.00025,Jersey,Tense
15040,-0.07200000000000001,0.21499999999999997,0.0265,24,Tense
13060,-0.009000000000000008,0.358,0.0134,Welcome to My Life,Tense
5364,-0.02100000000000002,0.12,0.00335,Took Her To The O,Tense
12054,-0.03700000000000009,0.378,0.0552,Siren Sounds,Tense
13204,-0.006000000000000005,0.476,0.000491,Devil In Jersey City,Tense
4426,-0.267,0.481,0.0103,Falling,Tense
8419,-0.09200000000000003,0.24,0.241,Barracuda,Tense
1111,-0.366,0.21200000000000008,0.0825,Save Me,Angry
5941,-0.030000000000000027,0.03299999999999992,0.1119999999999999,Preach,Angry
10619,-0.28700000000000003,0.21900000000000008,0.0277,Jungle Klipped (feat. ZillaKami),Angry
11713,-0.15000000000000002,0.17900000000000005,0.0306,My Closet Is A Graveyard,Angry
7784,-0.118,0.126,0.261,Evolved (feat. Roddy Ricch),Angry
15336,-0.33999999999999997,0.361,0.268,Real,Angry
8991,-0.3,0.19700000000000006,0.000108,Don't Wanna Do It,Angry
14297,-0.28300000000000003,0.2290000000000001,0.0538,m.A.A.d city,Angry
10467,-0.2680000000000001,0.30400000000000005,7.06e-05,ONLYFANS,Angry
11712,-0.40249999999999997,0.268,0.00758,I Will One Day Learn To Fly Into The Stars,Angry
44,-0.32,0.2490000000000001,0.0064099999999999,Exodus,Angry
4405,-0.252,0.404,0.000801,Undercover,Angry
4401,-0.356,0.41200000000000003,0.216,Synergy,Angry
3997,-0.27100000000000013,0.3590000000000001,0.00126,Wasteland of Things I Wish I Knew,Angry
7395,-0.127,0.132,0.0589,romance361,Angry
8122,-0.07200000000000001,0.121,0.036,GLOWED UP,Angry
5047,-0.20700000000000002,0.236,0.00794,What Lurks Underneath,Angry
2938,-0.3360000000000001,0.44599999999999995,0.053,Level,Angry
7247,-0.313,0.491,0.000619,Coming Down,Angry
433,-0.416,0.32900000000000007,0.126,Its Not Love,Angry
1415,-0.15000000000000002,0.17900000000000005,0.0306,My Closet Is A Graveyard,Angry
20486,-0.371,0.22499999999999998,0.126,doll,Angry
17455,-0.07200000000000001,0.124,0.166,Bands (Remix) (feat. Rich The Kid),Angry
2319,-0.07500000000000001,0.118,0.268,AutumnLeaves,Angry
15095,-0.192,0.134,0.235,When You Down (with Polo G feat. Lil Durk),Angry
6032,-0.267,0.236,0.0802,Black & White,Angry
638,-0.378,0.495,0.0457,Dangerous,Angry
1678,-0.393,0.23199999999999998,0.65,Pain,Angry
19870,-0.15899999999999997,0.21700000000000008,0.475,White Label,Angry
18445,-0.131,0.14,0.141,Brand New,Angry
8302,-0.392,0.3909999999999999,0.127,$Weatin',Angry
6318,-0.318,0.31599999999999995,0.0303,XXL FREESTYLE,Angry
17799,-0.14800000000000002,0.242,0.0697,5 O'Clock (feat. Lily Allen & Wiz Khalifa),Angry
14639,-0.08100000000000002,0.136,0.0232,G.O.A.T.,Angry
18481,-0.181,0.18000000000000005,0.555,Eastside (with Halsey & Khalid),Angry
3377,-0.371,0.29900000000000004,0.000397,U Only,Angry
11002,-0.28,0.17299999999999993,0.0255,The Way Is Urs,Angry
21265,-0.33999999999999997,0.45199999999999996,0.033,C’Mon (Catch ‘Em By Surprise),Angry
3175,-0.4637,0.357,0.000144,Monster,Angry
9808,-0.304,0.44899999999999995,0.0033399999999999,AI,Angry
